1;4899
101;208
201;216
301;226
401;226
501;208
601;211
701;209
801;210
901;209
1001;209
1101;210
1201;212
1301;213
1401;208
1501;673
1601;213
1701;209
1801;209
1901;209
2001;208
2101;208
2201;211
2301;210
2401;207
2501;212
2601;213
2701;207
2801;227
2901;214
3001;348
101;209
10201;209
20301;211
30401;212
40501;210
50601;210
60701;217
70801;210
80901;216
91001;215
101101;209
111201;208
121301;212
131401;211
141501;215
151601;209
161701;211
171801;211
181901;214
192001;211
202101;214
212201;214
222301;211
232401;212
242501;213
252601;209
262701;211
272801;215
282901;219
293001;213
303101;207
201;206
20301;211
40401;206
60501;221
80601;222
100701;526
120801;235
140901;222
161001;215
181101;222
201201;604
221301;389
241401;219
261501;366
281601;257
301701;454
321801;503
341901;232
362001;237
382101;243
402201;240
422301;346
442401;403
462501;237
482601;238
502701;646
522801;1025
542901;386
563001;242
583101;252
603201;223
301;213
30401;220
60501;213
90601;217
120701;216
150801;218
180901;210
211001;206
241101;213
271201;213
301301;214
331401;208
361501;211
391601;556
421701;434
451801;425
481901;211
512001;221
542101;220
572201;244
602301;229
632401;223
662501;223
692601;214
722701;214
752801;220
782901;217
813001;212
843101;227
873201;346
903301;222
401;219
40501;213
80601;223
120701;227
160801;215
200901;212
241001;217
281101;216
321201;496
361301;214
401401;220
441501;210
481601;218
521701;215
561801;215
601901;211
642001;282
682101;217
722201;219
762301;213
802401;217
842501;219
882601;216
922701;214
962801;228
1002901;220
1043001;220
1083101;217
1123201;214
1163301;226
1203401;219
501;212
50601;219
100701;212
150801;398
200901;218
251001;226
301101;220
351201;217
401301;536
451401;450
501501;511
551601;244
601701;240
651801;550
701901;222
752001;221
802101;218
852201;228
902301;227
952401;218
1002501;217
1052601;213
1102701;219
1152801;222
1202901;229
1253001;228
1303101;231
1353201;215
1403301;231
1453401;223
1503501;235
601;215
60701;227
120801;226
180901;218
241001;221
301101;226
361201;216
421301;222
481401;216
541501;218
601601;240
661701;222
721801;223
781901;216
842001;222
902101;222
962201;217
1022301;217
1082401;231
1142501;221
1202601;263
1262701;250
1322801;422
1382901;234
1443001;257
1503101;241
1563201;244
1623301;240
1683401;229
1743501;394
1803601;433
701;235
70801;247
140901;284
211001;285
281101;399
351201;490
421301;306
491401;511
561501;249
631601;276
701701;318
771801;267
841901;266
912001;226
982101;246
1052201;409
1122301;228
1192401;236
1262501;233
1332601;225
1402701;264
1472801;254
1542901;247
1613001;256
1683101;257
1753201;243
1823301;237
1893401;259
1963501;263
2033601;236
2103701;260
801;217
80901;219
161001;222
241101;227
321201;221
401301;223
481401;218
561501;225
641601;218
721701;223
801801;220
881901;222
962001;258
1042101;231
1122201;242
1202301;235
1282401;243
1362501;237
1442601;261
1522701;250
1602801;252
1682901;254
1763001;325
1843101;272
1923201;268
2003301;327
2083401;284
2163501;264
2243601;266
2323701;279
2403801;277
901;213
91001;217
181101;219
271201;222
361301;222
451401;219
541501;225
631601;219
721701;223
811801;222
901901;228
992001;227
1082101;240
1172201;264
1262301;266
1352401;261
1442501;242
1532601;254
1622701;332
1712801;299
1802901;314
1893001;365
1983101;870
2073201;580
2163301;281
2253401;320
2343501;299
2433601;272
2523701;303
2613801;299
2703901;297
1001;210
101101;227
201201;224
301301;232
401401;222
501501;218
601601;225
701701;226
801801;221
901901;234
1002001;224
1102101;298
1202201;266
1302301;254
1402401;235
1502501;241
1602601;290
1702701;270
1802801;266
1902901;286
2003001;282
2103101;276
2203201;266
2303301;302
2403401;295
2503501;272
2603601;283
2703701;286
2803801;301
2903901;312
3004001;388
1101;222
111201;248
221301;252
331401;227
441501;231
551601;229
661701;219
771801;231
881901;223
992001;264
1102101;233
1212201;260
1322301;245
1432401;249
1542501;252
1652601;510
1762701;328
1872801;336
1982901;726
2093001;320
2203101;299
2313201;288
2423301;431
2533401;638
2643501;661
2753601;345
2863701;1253
2973801;479
3083901;392
3194001;380
3304101;325
1201;232
121301;271
241401;252
361501;247
481601;252
601701;276
721801;274
841901;245
962001;225
1082101;232
1202201;244
1322301;268
1442401;313
1562501;280
1682601;253
1802701;268
1922801;277
2042901;268
2163001;270
2283101;273
2403201;295
2523301;276
2643401;291
2763501;289
2883601;300
3003701;337
3123801;304
3243901;341
3364001;343
3484101;600
3604201;316
1301;234
131401;372
261501;376
391601;269
