1;2422
101;210
201;207
301;205
401;203
501;207
601;204
701;206
801;203
901;205
1001;220
1101;346
1201;206
1301;205
1401;206
1501;203
1601;207
1701;207
1801;207
1901;205
2001;208
2101;208
2201;203
2301;203
2401;208
2501;207
2601;208
2701;206
2801;208
2901;207
3001;203
101;205
10201;206
20301;223
30401;211
40501;205
50601;206
60701;202
70801;205
80901;203
91001;211
101101;205
111201;205
121301;514
131401;444
141501;207
151601;205
161701;207
171801;204
181901;208
192001;204
202101;203
212201;205
222301;206
232401;204
242501;204
252601;207
262701;205
272801;204
282901;203
293001;205
303101;202
201;203
20301;204
40401;221
60501;217
80601;216
100701;205
120801;206
140901;204
161001;207
181101;207
201201;204
221301;208
241401;203
261501;205
281601;206
301701;207
321801;209
341901;208
362001;208
382101;209
402201;205
422301;205
442401;207
462501;206
482601;204
502701;205
522801;202
542901;206
563001;207
583101;209
603201;204
301;203
30401;206
60501;207
90601;205
120701;205
150801;207
180901;205
211001;204
241101;205
271201;207
301301;206
331401;203
361501;206
391601;203
421701;205
451801;206
481901;208
512001;204
542101;206
572201;208
602301;207
632401;207
662501;207
692601;206
722701;204
752801;204
782901;211
813001;207
843101;204
873201;205
903301;204
401;208
40501;205
80601;204
120701;207
160801;205
200901;208
241001;224
281101;206
321201;208
361301;203
401401;203
441501;205
481601;206
521701;205
561801;206
601901;203
642001;282
682101;253
722201;203
762301;207
802401;207
842501;206
882601;203
922701;206
962801;206
1002901;206
1043001;201
1083101;205
1123201;208
1163301;205
1203401;207
501;204
50601;203
100701;208
150801;206
200901;201
251001;207
301101;203
351201;203
401301;211
451401;214
501501;209
551601;211
601701;212
651801;214
701901;208
752001;216
802101;212
852201;230
902301;211
952401;219
1002501;212
1052601;213
1102701;216
1152801;209
1202901;206
1253001;210
1303101;207
1353201;205
1403301;364
1453401;219
1503501;405
601;365
60701;292
120801;218
180901;214
241001;220
301101;215
361201;213
421301;223
481401;219
541501;217
601601;217
661701;218
721801;221
781901;214
842001;213
902101;224
962201;222
1022301;218
1082401;224
1142501;220
1202601;219
1262701;219
1322801;221
1382901;224
1443001;222
1503101;295
1563201;223
1623301;216
1683401;228
1743501;220
1803601;218
701;225
70801;222
140901;222
211001;225
281101;288
351201;220
421301;218
491401;220
561501;225
631601;220
701701;223
771801;223
841901;222
912001;219
982101;228
1052201;220
1122301;221
1192401;220
1262501;225
1332601;223
1402701;221
1472801;224
1542901;226
1613001;221
1683101;226
1753201;262
1823301;222
1893401;224
1963501;218
2033601;223
2103701;221
801;220
80901;219
161001;220
241101;220
321201;226
401301;223
481401;220
561501;229
641601;233
721701;227
801801;233
881901;236
962001;224
1042101;225
1122201;234
1202301;226
1282401;240
1362501;219
1442601;228
1522701;226
1602801;226
1682901;225
1763001;225
1843101;228
1923201;226
2003301;270
2083401;230
2163501;236
2243601;218
2323701;218
2403801;225
901;225
91001;222
181101;218
271201;225
361301;276
451401;228
541501;227
631601;228
721701;233
811801;237
901901;234
992001;229
1082101;236
1172201;229
1262301;234
1352401;237
1442501;221
1532601;230
1622701;229
1712801;219
1802901;222
1893001;237
1983101;227
2073201;225
2163301;224
2253401;420
2343501;226
2433601;227
2523701;235
2613801;232
2703901;232
1001;231
101101;236
201201;237
301301;258
401401;239
501501;230
601601;232
701701;231
801801;233
901901;227
1002001;233
1102101;231
1202201;228
1302301;238
1402401;223
1502501;224
1602601;227
1702701;231
1802801;226
1902901;231
2003001;226
2103101;235
2203201;227
2303301;243
2403401;300
2503501;251
2603601;230
2703701;213
2803801;233
2903901;215
3004001;230
1101;222
111201;224
221301;226
331401;329
441501;211
551601;229
661701;230
771801;209
881901;247
992001;225
1102101;258
1212201;228
1322301;234
1432401;224
1542501;219
1652601;212
1762701;214
1872801;215
1982901;296
2093001;216
2203101;224
2313201;215
2423301;373
2533401;222
2643501;220
2753601;206
2863701;390
2973801;227
3083901;236
3194001;204
3304101;205
1201;201
121301;207
241401;203
361501;208
481601;210
601701;208
721801;205
841901;209
962001;363
1082101;207
1202201;204
1322301;208
1442401;208
1562501;204
1682601;203
1802701;203
1922801;205
2042901;203
2163001;204
2283101;349
2403201;205
2523301;207
2643401;204
2763501;205
2883601;205
3003701;204
3123801;206
3243901;205
3364001;204
3484101;381
3604201;211
1301;207
131401;207
261501;206
391601;204
521701;204
651801;207
781901;207
912001;206
1042101;204
1172201;202
1302301;207
1432401;203
1562501;201
1692601;203
1822701;205
1952801;206
2082901;208
2213001;208
2343101;205
2473201;211
2603301;203
2733401;218
2863501;203
2993601;206
3123701;203
3253801;206
3383901;202
3514001;206
3644101;205
3774201;205
3904301;203
1401;206
141501;207
281601;207
421701;206
561801;205
701901;207
842001;206
982101;207
1122201;202
1262301;205
1402401;202
1542501;206
1682601;207
1822701;217
1962801;202
2102901;201
2243001;207
2383101;202
2523201;208
2663301;201
2803401;208
2943501;206
3083601;201
3223701;208
3363801;217
3503901;206
3644001;204
3784101;339
3924201;211
4064301;212
4204401;213
1501;209
151601;208
301701;211
451801;208
601901;210
752001;205
902101;212
1052201;216
1202301;208
1352401;212
1502501;210
1652601;212
1802701;210
1952801;204
2102901;211
2253001;220
2403101;209
2553201;471
2703301;212
2853401;213
3003501;217
3153601;209
3303701;209
3453801;213
3603901;215
3754001;389
3904101;216
4054201;213
4204301;209
4354401;213
4504501;211
1601;211
161701;211
321801;207
481901;208
642001;215
802101;222
962201;215
1122301;210
1282401;217
1442501;218
1602601;218
1762701;215
1922801;220
2082901;212
2243001;214
2403101;215
2563201;688
2723301;221
2883401;231
3043501;220
3203601;225
3363701;226
3523801;216
3683901;228
3844001;224
4004101;220
4164201;216
4324301;214
4484401;215
4644501;217
4804601;221
1701;216
171801;214
341901;234
512001;212
682101;222
852201;219
1022301;214
1192401;215
1362501;215
1532601;213
1702701;213
1872801;218
2042901;220
2213001;218
2383101;217
2553201;219
2723301;217
2893401;215
3063501;215
3233601;218
3403701;213
3573801;220
3743901;216
3914001;216
4084101;223
4254201;217
4424301;213
4594401;217
4764501;221
4934601;216
5104701;213
1801;220
181901;214
362001;218
542101;206
722201;224
902301;210
1082401;216
1262501;225
1442601;219
1622701;219
1802801;219
1982901;227
2163001;226
2343101;225
2523201;239
2703301;226
2883401;220
3063501;224
3243601;246
3423701;231
3603801;233
3783901;219
3964001;228
4144101;237
4324201;232
4504301;227
4684401;222
4864501;225
5044601;224
5224701;223
5404801;218
1901;229
192001;222
382101;223
572201;222
762301;231
952401;223
1142501;224
1332601;222
1522701;223
1712801;224
1902901;219
2093001;223
2283101;220
2473201;225
2663301;225
2853401;220
3043501;224
3233601;224
3423701;228
3613801;220
3803901;223
3994001;223
4184101;221
4374201;220
4564301;372
4754401;220
4944501;267
5134601;218
5324701;221
5514801;227
5704901;224
2001;225
202101;220
402201;226
602301;219
802401;221
1002501;221
1202601;219
1402701;228
1602801;229
1802901;223
2003001;228
2203101;232
2403201;232
2603301;232
2803401;232
3003501;226
3203601;229
3403701;227
3603801;233
3803901;220
4004001;225
4204101;220
4404201;216
4604301;224
4804401;223
5004501;224
5204601;221
5404701;239
5604801;234
5804901;236
6005001;233
2101;236
212201;256
422301;241
632401;237
842501;235
1052601;231
1262701;216
1472801;226
1682901;217
1893001;215
2103101;233
2313201;218
2523301;240
2733401;231
2943501;229
3153601;217
3363701;235
3573801;227
3783901;227
3994001;208
4204101;228
4414201;226
4624301;642
4834401;288
5044501;226
5254601;234
5464701;243
5674801;230
5884901;238
6095001;226
6305101;224
2201;224
222301;229
442401;213
662501;216
882601;216
1102701;211
1322801;218
1542901;214
1763001;217
1983101;213
