Size;Time[ns];Method
924;4200;insert
925;3900;insert
926;4800;insert
927;1800;insert
928;3500;insert
929;3300;insert
930;3100;insert
931;4200;insert
932;4900;insert
933;4500;insert
934;1200;insert
935;5600;insert
936;5700;insert
937;6700;insert
938;7400;insert
939;4000;insert
940;2900;insert
941;2000;insert
942;3700;insert
943;2000;insert
944;2800;insert
945;3900;insert
946;5700;insert
947;2600;insert
948;2600;insert
949;2600;insert
950;2400;insert
951;3500;insert
952;5300;insert
953;1400;insert
954;2800;insert
955;1400;insert
956;1200;insert
957;5100;insert
958;3000;insert
959;4900;insert
960;8700;insert
961;5800;insert
962;2700;insert
963;3800;insert
964;7100;insert
965;5100;insert
966;2700;insert
967;7200;insert
968;2700;insert
969;6900;insert
970;2300;insert
971;1200;insert
972;5500;insert
973;1200;insert
974;5900;insert
975;2600;insert
976;7100;insert
977;2900;insert
978;5600;insert
979;3100;insert
980;4700;insert
981;5000;insert
982;5700;insert
983;5400;insert
984;3100;insert
985;3900;insert
986;3600;insert
987;4200;insert
988;3000;insert
989;2500;insert
990;2700;insert
991;1100;insert
992;1000;insert
993;4000;insert
994;1000;insert
995;3000;insert
996;4600;insert
997;5400;insert
998;2800;insert
999;5400;insert
1000;1200;insert
1001;3900;insert
1002;4500;insert
1003;5500;insert
1004;2400;insert
1005;5300;insert
1006;3400;insert
1007;5500;insert
1008;4200;insert
1009;1200;insert
1010;2700;insert
1011;8100;insert
1012;1200;insert
1013;2900;insert
1014;4500;insert
1015;1400;insert
1016;5600;insert
1017;1900;insert
1018;900;insert
1019;2500;insert
1020;3800;insert
1021;6500;insert
1022;8500;insert
1023;5500;insert
1024;4600;insert
1025;1800;insert
1026;5700;insert
1027;4700;insert
1028;2100;insert
1029;5700;insert
1030;2100;insert
1031;1300;insert
1032;3700;insert
1033;5800;insert
1034;4100;insert
1035;6400;insert
1036;6500;insert
1037;900;insert
1038;3600;insert
1039;9900;insert
1040;7200;insert
1041;7800;insert
1042;2300;insert
1043;5100;insert
1044;10200;insert
1045;1200;insert
1046;6300;insert
1047;6900;insert
1048;1100;insert
1049;5000;insert
1050;2300;insert
1051;2500;insert
1052;3400;insert
1053;6600;insert
1054;800;insert
1055;2600;insert
1056;2300;insert
1057;4200;insert
1058;4300;insert
1059;1300;insert
1060;2900;insert
1061;5300;insert
1062;1100;insert
1063;7400;insert
1064;7800;insert
1065;7600;insert
1066;1300;insert
1067;9100;insert
1068;3100;insert
1069;2600;insert
1070;8800;insert
1071;3700;insert
1072;5600;insert
1073;10400;insert
1074;8400;insert
1075;2300;insert
1076;7700;insert
1077;7000;insert
1078;2100;insert
1079;4800;insert
1080;3300;insert
1081;1800;insert
1082;2300;insert
1083;4300;insert
1084;3000;insert
1085;1000;insert
1086;6900;insert
1087;4600;insert
1088;1800;insert
1089;2400;insert
1090;8300;insert
1091;2600;insert
1092;4900;insert
1093;5300;insert
1094;5500;insert
1095;1800;insert
1096;2700;insert
1097;2500;insert
1098;3900;insert
1099;2700;insert
1100;2000;insert
1101;4700;insert
1102;1800;insert
1103;6800;insert
1104;2900;insert
1105;1900;insert
1106;900;insert
1107;1800;insert
1108;5400;insert
1109;1300;insert
1110;1000;insert
1111;6400;insert
1112;5500;insert
1113;1400;insert
1114;5600;insert
